StockCode,DescriptionClean,Revenue,Units,Orders
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,102.3,22,10
84968e,S/16 VINTAGE BLACK CUTLERY,101.96,4,4
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,101.35,92,10
72369A,PINK CLEAR GLASS CANDLE PLATE,101.28999999999999,67,14
16248B,BLUE HOLE PUNCH,101.25,81,12
84921,CREAM AND PINK FLOWERS PONY,101.25,27,14
85050,FRENCH ENAMEL SOAP DISH WITH LID,100.8,48,1
72821,CUPID SCENTED CANDLE IN GLASS,100.64999999999999,61,14
75172,PAINTED SEA SHELL METAL WINDCHIME,100.31,97,11
78027,SEAGRASS S/2 CORNER LAUNDRY,100.15,6,5
23611,SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,40,16
23464,VINTAGE ZINC WATERING CAN SMALL,99.2,18,8
37471,MULTICOLOUR DOTS PLATE,99.02,692,6
23466,TUSCAN VILLA DOVECOTE,99.0,12,4
22736,"RIBBON REEL, MAKING SNOWMEN",99.0,60,5
23465,TUSCAN VILLA FEEDING STATION,99.0,12,7
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,60,5
21266,VINTAGE SILVER TINSEL REEL,98.9,23,9
90169,DAISY HAIR COMB,98.87,39,23
37471,MULTICOLOUR POLKADOT PLATE,98.83,713,4
84575A,PINK DOG CANNISTER,98.8,24,13
22878,"NUMBER TILE COTTAGE GARDEN, NO",98.72,45,5
90163B,WHITE ROSEBUD & PEARL NECKLACE,98.45,13,9
84705D,CHERRY BLOSSOM PHOTO FRAME,97.9,22,14
90150,BLUE SHELL+SILVER NECKLACE,97.5,13,8
16161G,WRAP BAD HAIR DAY,97.5,975,33
90067A,PINK VINTAGE VICTORIAN EARRINGS,97.24000000000001,33,16
20861,GOLD COSMETIC BAG PINK STAR,96.60000000000001,46,16
20697,LITTLE GREEN MONSTER SOFT TOY,96.6,40,21
84465,15 PINK FLUFFY CHICKS IN BOX,96.51,32,23
85132b,CHARLIE AND LOLA TABLE TINS,95.83999999999999,10,10
17084J,LOVE POTION MASALA INCENSE,95.76,456,20
84559a,3D SHEET OF DOG STICKERS,95.69999999999999,57,40
48103,DOOR MAT KISS MY.......,95.15,13,8
72606A,BROWN ANTIQUE CUBE CANDLE,94.92,226,18
21241,GREEN POLKADOT CUP,94.35,111,10
20622,VIP PASSPORT COVER,94.04,43,17
23402,HOME SWEEET HOME 3 PEG HANGER,93.75,25,4
90214R,"LETTER ""R"" BLING KEY RING",93.72999999999999,91,50
22432,WATERING CAN GREEN DINOSAUR,93.6,48,6
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,93.48,11,10
90026A,GLASS BEAD HOOP NECKLACE BLACK,93.47,11,9
90214G,"LETTER ""G"" BLING KEY RING",93.17999999999999,100,48
81950B,FLOWER BLUE CLOCK W/SUCKER,93.1,100,26
17084A,TRANQUILITY MASALA INCENSE,92.82,442,18
35913B,WHITE/PINK CHICK EASTER DECORATION,92.39,100,21
90075,MONTANA DIAMOND CLUSTER NECKLACE,92.17999999999999,10,8
84753A,PINK EAU DE COLOGNE BOTTLE,92.16999999999999,97,24
21343,GOLD JEWELERY BOX,92.0,20,3
90089,PINK CRYSTAL SKULL PHONE CHARM,91.89999999999999,104,26
85232b,SET OF 3 BABUSHKA STACKING TINS,91.53,9,8
90202C,GREEN ENAMEL FLOWER HAIR TIE,91.46000000000001,31,25
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,91.38000000000001,31,19
23075,DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,22,5
90112,PINK DOLLY HAIR CLIPS,91.25,84,20
84437A,S/6 PINK EASTER DECS IN BOX,90.94999999999999,106,18
90202A,PURPLE ENAMEL FLOWER HAIR TIE,90.9,31,23
90214D,"LETTER ""D"" BLING KEY RING",90.82,100,50
84539,KNITTED RABBIT DOLL,90.75,55,11
81952V,ROUND PURPLE CLOCK W/SUCKER,90.52,99,22
72783,BLACK SIL'T SQU CANDLE PLATE,90.30000000000001,43,9
71406C,BLACK ORANGE SQUEEZER,89.92,210,35
84984C,ORIENTAL BLUE C/COVER,89.59,13,8
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,89.46000000000001,213,2
79026B,"S/4 ICON COASTER,ELVIS LIVES",89.25,69,37
47598,NEW ENGLAND EGG WARMER,89.12,138,32
84388,WISE MAN STAR SHAPE EGG PAN,89.03999999999999,70,22
20660,VIP LUGGAGE TAG,88.75,71,26
90162A,ANT SILVER TURQUOISE BOUDICCA RING,88.5,30,11
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,88.31,53,33
35638A,PINK AND BLACK STRING CURTAIN,88.04999999999998,39,6
71495A,CD WALL TIDY BLUE OFFICE,87.96000000000001,225,20
84721,MANHATTAN CANVAS ART PICTURE,87.8,20,2
90092,BLUE CRYSTAL BOOT PHONE CHARM,87.50999999999999,102,10
84891B,GREEN WIRE GOBLET CANDLEHOLDER,87.45,11,6
37462B,"PET MUG, BUDGIE",87.28,170,32
35822B,"ACRYLIC BEAD CHAIN, BLUE",87.02,229,1
20835,FRENCH LATTICE CUSHION COVER,87.02,80,10
90088,CRYSTAL KEY+LOCK PHONE CHARM,86.69999999999999,101,14
90039C,FIRE POLISHED GLASS BRACELET BLACK,86.65,23,12
23614,SET 10 CARDS 12 DAYS WRAP 17058,86.58,26,11
84424A,FOUR PICTURE WHITE GLASS FRAME,86.25,23,10
35271S,GOLD PRINT PAPER BAG,85.97,420,20
90012B,BLACK DROP CRYSTAL NECKLACE,85.9,17,6
90162D,ANT SILVER PURPLE BOUDICCA RING,85.55000000000001,29,14
84454,WOBBLING METAL CHICKEN EASTER,85.53,93,18
85099c,JUMBO BAG BAROQUE BLACK WHITE,85.17,17,10
22844,"DOG FOOD CONTAINER , VINTAGE",85.0,10,3
35838B,S/6 SILVER ORNAMENETAL CANDLE,85.0,100,23
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,85.0,10,8
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,84.96000000000001,20,11
17027A,INCENSE BAZAAR CANNABIS,84.84,228,2
84251B,"GREETING CARD, STICKY GORDON",84.83999999999999,319,61
79051A,SMOKEY GREY COLOUR GLASS,84.75999999999999,236,15
46775B,BERRIES CHUNKY KNITTED THROW,84.75,5,4
16051,TEATIME PENCIL W STAMP ASST,84.69,941,4
23456,MEDIUM PARLOUR FRAME,84.1,22,2
84251F,"GREETING CARD, RITA",83.97,341,50
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,83.69,16,13
22016,DOTCOMGIFTSHOP GIFT VOUCHER £100.00,83.33,1,1
23442,12 HANGING EGGS HAND PAINTED,83.2,40,7
82605,OLD DOC.RUSSEL METAL SIGN,82.94,41,24
90176D,DIAMANTE NECKLACE PURPLE,82.81,11,7
84030C,KNITTED RAINBOW HOT WATER BOTTLE,82.78,21,6
90002B,FLOWER BURST SILVER RING ROSE,82.74,22,11
90177E,DROP DIAMANTE EARRINGS GREEN,82.71000000000001,28,22
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,82.64,11,8
90130A,WHITE STONE/CRYSTAL EARRINGS,82.51,28,16
90069,RUBY GLASS CLUSTER NECKLACE,82.5,11,5
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,82.44,108,3
84907,PINK/YELLOW PATCH CUSHION COVER,82.34,8,5
90183B,AMETHYST DROP EARRINGS W LONG BEADS,81.92999999999999,28,24
22579,WOODEN TREE CHRISTMAS SCANDISPOT,81.6,96,3
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",81.6,96,8
35610C,WHITE CHRISTMAS FLOCK DROPLET,81.56,94,8
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,81.12,48,15
16201B,PASTEL BLUE PHOTO ALBUM,81.1,34,5
90121B,VINTAGE ROSE BEAD BRACELET BLUE,80.75,19,9
22530,MAGIC SLATE DOLLY GIRL,80.64,192,4
22531,MAGIC SLATE CIRCUS PARADE,80.64,192,4
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,80.62,72,10
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,80.60000000000001,124,1
22346,PARTY PIZZA DISH GREEN RETROSPOT,80.50999999999999,89,19
DCGS0069,OOH LA LA DOGS COLLAR,80.31,5,5
84415B,BLUE FLOCK CUSHION COVER,80.0,24,7
35265,COLOURFUL FLOWER FRUIT BOWL,80.0,21,16
23370,SET 36 COLOUR PENCILS DOILEY,80.0,64,3
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,79.87,48,27
90206A,GOLD DIAMANTE STAR BROOCH,79.6,16,12
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,79.57,44,17
84795E,RIO PINK STRIPE HAMMOCK,79.5,10,5
22649,STRAWBERRY CAKE TEAPOT,79.2,16,4
84548,CROCHET BEAR RED/BLUE KEYRING,79.19999999999999,48,13
90038B,GLASS AND PAINTED BEADS BRACELET OL,79.19,21,13
90064A,WHITE VINTAGE CRYSTAL EARRINGS,79.14,20,12
90039B,FIRE POLISHED GLASS BRACELET MONTAN,78.99,21,11
90064B,BLACK VINTAGE CRYSTAL EARRINGS,78.75,21,12
22344,PARTY PIZZA DISH PINK WHITE SPOT,78.72999999999999,75,19
35931,PINK STAR CHRISTMAS DECORATION,78.11999999999999,156,15
84455,SET OF 3 RABBIT CARROTS EASTER,77.96,85,20
90214H,"LETTER ""H"" BLING KEY RING",77.71,83,53
23497,CLASSIC CROME BICYCLE BELL,77.4,60,2
21450,DISTRESSED CANDLE STICK WHITE,77.35,13,3
90176C,DIAMANTE NECKLACE,77.0,10,6
21595,DAD'S CAB ELECTRONIC METER,76.95,9,9
84251C,"GREETING CARD, TWO SISTERS.",76.67999999999999,247,53
85014b,RED/WHITE DOTS RUFFLED UMBRELLA,76.60000000000001,6,5
84425A,WHITE GLASS TV TRIPLE FRAME,76.6,18,9
90100,NECKLACE+BRACELET SET PINK DAISY,76.5,30,12
90214N,"LETTER ""N"" BLING KEY RING",76.39999999999999,78,43
90020,FILIGREE DIAMANTE CHAIN,76.23,6,4
90176A,CLASSIC DIAMANTE NECKLACE JET,75.88,10,7
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",75.88,168,7
22416,SET OF 36 SPACEBOY PAPER DOILIES,75.42,51,8
62043B,BLUE CHECK BAG W HANDLE 34X20CM,75.16,54,10
16161E,WRAP BOUDOIR,75.0,750,9
23061,VINTAGE ENGRAVED HEART,75.0,60,4
37399,"ASS RETROSPOOF MUGS,SPORTS",75.0,143,6
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,74.97,9,4
84968d,SET OF 16 VINTAGE RED CUTLERY,74.88,3,3
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,74.78999999999999,9,6
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,74.75,5,4
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,74.7,18,5
23068,ALUMINIUM HEART,74.7,30,6
21267,VINTAGE PINK TINSEL REEL,74.6,24,10
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,74.38,13,7
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,74.31,8,4
84593,CROCHET ROSE DES CLOTHES HANGER,73.75,25,7
15030,FAN BLACK FRAME,73.66,254,26
90130C,GREEN STONE/CRYSTAL EARRINGS,73.62,25,24
79331,PINK FLOCK GLASS CANDLEHOLDER,73.6,60,9
84447,6 RABBIT CHAIN EASTER,72.42,69,19
90214B,"LETTER ""B"" BLING KEY RING",72.33,75,40
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,72.25,17,5
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,72.18,23,16
84746,PINK EASTER HENS+FLOWER,72.06,23,16
90031,BILI NUT AND WOOD NECKLACE,71.9,52,9
90038C,GLASS AND BEADS BRACELET IVORY,71.46000000000001,19,9
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,71.44,188,17
90060D,FIRE POLISHED GLASS NECKL BRONZE,71.4,12,8
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,71.4,34,6
84925C,FAIRY CAKES WALL THERMOMETER,71.39999999999999,28,10
37509,NEW ENGLAND MUG W GIFT BOX,71.39999999999999,28,14
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,71.27,38,8
84415A,PINK FLOCK SUEDE CUSHION COVER,71.25,27,6
90037B,TINY CRYSTAL BRACELET GREEN,71.17,28,10
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,71.08,12,6
90179A,AMBER FINE BEAD NECKLACE W TASSEL,71.0,12,9
84803B,WHITE ALLIUM ARTIFICIAL FLOWER,70.98,42,11
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,70.98,169,10
84905,PINK BUTTERFLY C/COVER,70.82,10,6
84086B,YELLOW/BLUE RETRO RADIO,70.80000000000001,24,12
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,70.6,21,15
20958,PORCELAIN HANGING BELL LARGE,70.5,38,10
90202B,WHITE ENAMEL FLOWER HAIR TIE,70.49,24,16
90050,CRACKED GLAZE NECKLACE IVORY,70.16,10,6
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,69.66,45,15
90131,PINK/AMETHYST/GOLD NECKLACE,69.62,10,5
gift_0001_80,DOTCOMGIFTSHOP GIFT VOUCHER £80.00,69.56,1,1
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,69.5,10,3
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,24
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,69.18,175,14
35916B,BLUE FELT HANGING HEART W FLOWER,69.1,57,16
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,68.17999999999999,41,23
71215,METAL BASE FOR CANDLES,68.1,177,12
47420,ASSORTED COLOUR SUCTION CUP HOOK,68.02,358,31
84857A,SILVER MONTE CARLO HANDBAG,68.0,8,3
DCGS0004,HAYNES CAMPER SHOULDER BAG,67.94,4,4
90140,PINK SWEETIE NECKLACE,67.9,9,7
90026B,GLASS BEAD HOOP NECKLACE MONTANA,67.82,8,7
90026C,GLASS BEAD HOOP NECKLACE GREEN,67.82,8,6
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,67.8,57,11
84596e,SMALL LICORICE DES PINK BOWL,67.77,27,17
90002E,FLOWER BURST SILVER RING GREEN,67.77,18,11
84864A,PINK PAISLEY PHOTO ALBUM,67.71000000000001,7,4
90078,PINK/WHITE GLASS DEMI CHOKER,67.64,9,5
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,67.61,8,6
84926B,SCOTTS ROSES TILE COASTER,67.5,54,10
47341B,BLUE TABLE RUN FLOWER,67.5,48,14
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,67.25,5,4
90214P,"LETTER ""P"" BLING KEY RING",66.59,77,33
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,7
90037A,TINY CRYSTAL BRACELET RED,66.31,26,12
40002,WHITE BAMBOO RIBS LAMPSHADE,66.3,78,1
90037C,TINY CRYSTAL BRACELET BLUE,66.08,26,13
85072,OCCASIONS GIFT CARD ASSORTMENT,66.0,120,1
79329,PINK FLOCK GLASS CANDLEHOLDER,65.94,100,7
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,65.76,21,11
79406,FROSTED WHITE BASE,65.62,259,21
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,65.31,11,9
72812,LARGE ZINC/GLASS CANDLEHOLDER,65.23,27,9
47016,LIGHT DECORATION BATTERY OPERATED,65.10000000000001,31,5
84705A,ENGLISH ROSE PHOTO FRAME,65.10000000000001,14,7
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,64.94,13,9
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,3
90046,WHITE WITH METAL BAG CHARM,64.35,13,7
84551,CROCHET DOG KEYRING,64.35,39,8
90074,BLACK DIAMOND CLUSTER NECKLACE,64.09,7,6
79534,MULTICOLOUR GLASS PLATE,63.800000000000004,116,16
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,1
84968B,SET OF 16 VINTAGE IVORY CUTLERY,63.75,5,5
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,63.75,15,10
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,63.75,15,10
20791,BLUE TILED SET OF 3 DRAWERS,63.75,5,1
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,63.5,10,4
22845,"CAT FOOD CONTAINER , VINTAGE",63.49999999999999,10,3
90205A,LARGE MINT DIAMANTE HAIRSLIDE,63.46,38,22
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,63.28,26,13
22987,"WRAP , SUMMER ROSE DESIGN",63.0,150,6
72709,IVORY SCULPTED RND CANDLE,62.9,74,13
84529B,BLUE KNITTED KID'S RUCKSACK,62.35,13,5
35607B,BLACK FEATHER CHRISTMAS DECORATION,62.3,312,17
47348A,FUSCHIA VOILE POINTY SHOE DEC,62.01,103,16
84450B,PINK/YELLOW RABBIT SAT EASTER,61.92,88,29
17136A,BLUE STONES ON WIRE FOR CANDLE,61.78,743,34
20620,RED SPOTTY PASSPORT COVER,61.76,15,14
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",61.3,143,3
16151A,FLOWERS HANDBAG BLUE AND ORANGE,61.25,49,3
35973,GERANIUM FOLKART HEART DECORATION,61.25,49,13
22578,WOODEN STAR CHRISTMAS SCANDISPOT,61.2,72,2
23541,"WALL ART ,PUDDINGS",61.2,8,2
22565,FELTCRAFT HAIRBANDS PINK + WHITE,61.199999999999996,72,6
35910B,PINK FLOWERS RABBIT EASTER,61.07,29,8
90214I,"LETTER ""I"" BLING KEY RING",61.0,62,27
22537,MAGIC SLATE DINOSAUR,60.480000000000004,144,3
84984B,RED PEONY DES C/COVER,60.45,13,6
22953,BIRTHDAY BANNER TAPE,60.0,48,3
22409,TIN CAN BISCUITS DESIGN,60.0,48,4
84875A,PINK SQUARE COMPACT MIRROR,60.0,16,12
23629,SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,10
90021,LASER CUT MULTI STRAND NECKLACE,59.75,5,4
90171,DAISY RING,59.65,47,27
gift_0001_70,DOTCOMGIFTSHOP GIFT VOUCHER £70.00,59.57,1,1
84582,PINK CROCHET CAT WITH SCARF,59.5,14,11
44241C,BLUE BUTTERFLY ON SPRING,59.5,70,8
35654,VINTAGE BEAD FILLED PINK CUSHION,59.400000000000006,12,5
23537,I LOVE LONDON WALL ART,59.400000000000006,12,2
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.39999999999999,36,3
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,59.39999999999999,36,3
22973,CHILDRENS CIRCUS PARADE MUG,59.39999999999999,36,3
35001B,HAND OPEN SHAPE BLACK,59.330000000000005,17,6
90011B,BLACK CRYSTAL DROP EARRINGS,59.06,20,15
35909A,RABBIT EASTER DECORATION,59.00000000000001,20,5
22903,CALENDAR FAMILY FAVORITES,59.0,20,4
85023C,PINK LARGE JEWELED PHOTOFRAME,58.65,23,11
81985A,"ICON ALARM CLOCK,FUSCHIA PIN UP",58.65,23,7
90188,DROP EARRINGS W FLOWER & LEAF,58.5,23,20
84984A,GREEN PEONY DES C/COVER,58.370000000000005,11,5
84226,HEN HOUSE W FAMILY IN BARN & NEST,58.31,77,18
35816B,"ACRYLIC JEWEL ANGEL,BLUE",58.07,139,3
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,58.05,33,13
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,57.98,86,11
35821B,"JEWELLED DECORATION,BLUE",57.0,150,3
72771B,BURG FLOCK GOLD CUP/CANDLE,56.9,117,8
90212C,PURPLE LAS VEGAS BRACELET ROUND,56.25,15,7
47344B,BLUE FLOWER DES PURSE,56.16,54,10
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,56.1,22,10
90033,IVORY SHELL HEART EARRINGS,55.88,22,18
85080,PADDED RED HEART DECORATION,55.76,113,22
90182C,BLACK 3 BEAD DROP EARRINGS,55.74,19,13
90177A,CLASSIC DIAMANTE EARRINGS JET,55.690000000000005,19,14
90214T,"LETTER ""T"" BLING KEY RING",55.57,57,24
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,55.120000000000005,13,10
85151,WELCOME METAL SIGN,55.0,44,8
90014A,SILVER M.O.P. ORBIT NECKLACE,54.800000000000004,11,6
90135A,ORANGE/FUSCHIA STONES NECKLACE,54.620000000000005,11,4
90142D,MOP PENDANT SHELL NECKLACE,54.59,11,5
90043,COPPER AND BRASS BAG CHARM,54.510000000000005,10,6
20820,SILVER LOOKING MIRROR,54.45,11,8
20953,PORCELAIN CHERUB BELL LARGE,54.449999999999996,33,9
90084,PINK CRYSTAL GUITAR PHONE CHARM,54.4,64,9
46115B,GREEN POP ART MAO CUSHION COVER,54.34,286,22
22345,PARTY PIZZA DISH BLUE WHITE SPOT,54.28,53,17
23389,SPACEBOY MINI RUCKSACK,53.95,13,4
22252,BIRDCAGE DECORATION MAGIC GARDEN,53.55,21,3
84559b,3D SHEET OF CAT STICKERS,53.54,32,25
84660b,BLACK STITCHED WALL CLOCK,53.18,7,6
72798C,SET/4 GARDEN ROSE DINNER CANDLE,53.11,28,15
84660a,WHITE STITCHED WALL CLOCK,52.699999999999996,7,5
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,52.65,39,15
84845C,CARNATION SQUARE HANDY TIN,52.5,42,14
20870,OPULENT VELVET CANDLE IN BOX,52.2,29,7
23035,DOORKNOB CERAMIC IVORY,52.2,36,1
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,3
84292B,BLUE COL METAL FOLDING CHAIR,51.8,8,5
84845D,GERANIUM SQUARE HANDY TIN,51.25,41,11
84402B,PURPLE DRESS JEWELLERY STAND,51.14,62,4
35071,ASSORTED SANTA CHRISTMAS DECORATION,51.13999999999999,50,7
84612B,SET/4 BLACK BAROQUE FLOCK COASTER,51.0,20,4
20964,POLYESTER FILLER PAD 60X40CM,51.0,20,6
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,50.98,2,2
85069,CREAM SWEETHEART DOUBLE SHELF,50.849999999999994,3,1
22846,"BREAD BIN, DINER STYLE, RED",50.849999999999994,3,2
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,50.82000000000001,6,6
22889,"NUMBER TILE VINTAGE FONT, NO",50.7,23,3
85124a,PINK JUICY FRUIT PHOTO FRAME,50.599999999999994,10,9
35916B,BLUE FELT HANGING HEART WITH FLOWER,50.57,75,30
90034,WHITE SILVER NECKLACE SHELL GLASS,50.48,5,5
72083A,STRAWBERY SWIRL FLARE CANDLE,50.400000000000006,24,7
72801c,S/4 ROSE PINK DINNER CANDLES,50.199999999999996,20,10
22657,HEN & 2 CHICKS IN BASKET,50.15,59,7
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,50.06,10,5
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,50.0,40,6
23603,SET 10 CARD KRAFT REINDEER 17084,49.800000000000004,20,14
23197,VEGETABLE MAGNETIC SHOPPING LIST,49.8,36,3
90052,CRACKED GLAZE NECKLACE BROWN,49.58,7,5
23015,CORDIAL JUG,49.5,6,2
84537B,FAIRY CAKES GIFT BAG,49.14,117,11
72129,COLUMBIAN CANDLE ROUND,49.11,74,18
35603C,SET/16 WHITE SHINY & MATT BAUBLES,48.3,83,24
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,48.3,18,13
90083,CRYSTAL CZECH CROSS PHONE CHARM,48.08,52,15
47591A,CAROUSEL CHILDRENS APRON,47.97,29,12
84608,ORNATE EDWARDIAN CANDLE HOLDER,47.7,6,4
21347,GOTHIC CARRIAGE LANTERN,47.6,8,4
23539,"WALL ART , LOVES' SECRET",47.6,8,2
20895,VINTAGE NOTEBOOK FRENCH LETTER,47.20000000000001,16,4
35909B,PINK FLOWERS RABBIT EASTER,47.2,16,6
90067B,BROWN VINTAGE VICTORIAN EARRINGS,47.120000000000005,16,6
37462E,"PET MUG, GOLDFISH",47.12,107,28
84227,HEN HOUSE W CHICK IN NEST,47.04,112,13
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,46.93,5,5
84596f,SMALL MARSHMALLOWS PINK BOWL,46.89,19,14
20988,TRELLIS FLOWER CHOPSTICKS SET/5,46.8,24,9
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,46.7,11,10
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,46.6,11,10
81952B,ROUND BLUE CLOCK W/SUCKER,46.56,54,11
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,46.56,46,23
16050,TEATIME PENCIL WITH RUBBER,46.45,151,8
47341A,FUSCHIA TABLE RUN FLOWER,46.25,29,7
23107,WHITE WIRE PLANT POT HOLDER,46.24,16,2
90128A,PINK LEAVES AND BEADS PHONE CHARM,46.21,31,10
72024U,LILAC VOTIVE CANDLE,46.2,220,11
84951b,S/4 BLACK LOVEBIRD COASTERS,46.2,9,4
85081,PADDED HOLLY CHRISTMAS DECORATION,46.17,104,21
85132c,CHARLIE AND LOLA FIGURES TINS,46.099999999999994,4,4
23047,PAPER LANTERN 5 POINT STUDDED STAR,46.0,8,4
84626,CANDY STRIPE ROSE QUILT,45.95,1,1
22604,SET OF 4 NAPKIN CHARM CUTLERY,45.900000000000006,18,3
35611B,BLACK ASSORTED DROPLET DECORATION,45.76,62,3
22406,TIN CAN KINGS CHOICE DESIGN,45.0,36,3
16161C,WRAP SPEED DEMONS,45.0,450,2
22347,PIZZA DISH SLICE,45.0,36,2
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,45.0,36,10
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.910000000000004,9,4
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,44.87,27,16
21685,MEDINA STAMPED METAL TRAY,44.849999999999994,3,2
84906,PINK BUTTERFLY CUSHION COVER,44.849999999999994,23,5
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,44.75,9,3
90197D,AMBER GLASS BRACELET HEART CHARMS,44.550000000000004,9,4
72796B,S/3 FRENCH VANILLA SQU CANDLE,44.55,27,12
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,44.28,15,15
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",44.25000000000001,15,9
35085E,IVORY ROSE LAMPSHADE,44.25,39,9
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,44.19,18,17
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",43.94,95,3
17014C,ORIGAMI LAVENDER INCENSE CONES,43.75,97,2
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,14
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,43.349999999999994,17,12
90042B,FRESHWATER PEARL BRACELET PINK,43.349999999999994,17,6
35822P,"ACRYLIC BEAD CHAIN, PINK",43.32,114,1
90054,CRACKED GLAZE EARRINGS RED,43.019999999999996,17,17
23038,T-LIGHT HOLDER SILVER SAUCER,42.92,44,8
22987,WRAP SUMMER ROSE DESIGN,42.84,102,5
79066k,RETRO MOD TRAY,42.71,26,16
84993a,75 GREEN PETIT FOUR CASES,42.71,51,30
21596,HYPOCHONDRIAC PILL STRESS BALL,42.64,10,9
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,42.5,5,4
22346,PARTY PIZZA DISH GREEN WHITE SPOT,42.3,40,15
90126C,AMBER BERTIE MOBILE PHONE CHARM,42.1,21,5
72771C,BLACK FLOCK GOLD CANDLE,42.08,54,6
23231,WRAP VINTAGE DOILEY,42.0,100,2
