StockCode,DescriptionClean,Revenue,UnitsSold,Orders,Customers,AvgUnitPrice,RevenueRank,VolumeRank,RankDifference,RevenuePerUnit,ReturnedUnits,ReturnValue,ReturnOrders,ReturnRate
22176,BLUE OWL SOFT TOY,3297.9300000000003,1088,257,124,3.3631660231660234,1311.0,1982.0,671.0,3.031185661764706,9.0,26.550000000000004,4.0,0.8272058823529412
23321,SMALL WHITE HEART OF WICKER,8438.539999999999,4716,629,378,1.7480124223602485,569.0,592.0,23.0,1.7893426632739609,39.0,64.35,4.0,0.826972010178117
23234,BISCUIT TIN VINTAGE CHRISTMAS,5079.78,1938,278,201,3.3670967741935485,923.0,1341.0,418.0,2.621145510835913,16.0,46.24,5.0,0.8255933952528379
20724,RED SPOTTY CHARLOTTE BAG,10231.44,11536,781,282,1.0475923566878982,469.0,188.0,-281.0,0.8869140083217754,95.0,80.1,17.0,0.823509015256588
20750,RED RETROSPOT MINI CASES,15118.47,2066,508,307,8.202882352941177,287.0,1278.0,991.0,7.3177492739593415,17.0,122.35,7.0,0.8228460793804453
22496,SET OF 2 ROUND TINS DUTCH CHEESE,1996.0900000000001,731,193,153,3.1207216494845365,1869.0,2409.0,540.0,2.7306292749658003,6.0,17.700000000000003,3.0,0.8207934336525308
21837,CROSS STITCH ALPHABET CUSHION COVER,1622.64,244,91,61,7.640989010989012,2103.0,3434.0,1331.0,6.65016393442623,2.0,11.9,1.0,0.819672131147541
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,2182.39,1831,105,82,1.460952380952381,1756.0,1401.0,-355.0,1.1919115237575095,15.0,18.75,2.0,0.8192244675040962
21470,FLOWER VINE RAFFIA FOOD COVER,4190.93,1102,319,160,4.200248447204969,1085.0,1960.0,875.0,3.8030217785843923,9.0,33.75,4.0,0.8166969147005444
22624,IVORY KITCHEN SCALES,27282.73,3184,1226,579,9.279365337672905,120.0,858.0,738.0,8.5686966080402,26.0,214.2,15.0,0.8165829145728644
22949,36 DOILIES DOLLY GIRL,2788.5299999999997,1965,162,121,1.736604938271605,1486.0,1329.0,-157.0,1.4190992366412212,16.0,23.2,2.0,0.8142493638676844
21670,BLUE SPOT CERAMIC DRAWER KNOB,12074.4,8847,768,260,1.6361707632600258,384.0,265.0,-119.0,1.3648016276703967,72.0,100.0,8.0,0.8138351983723295
22733,3D TRADITIONAL CHRISTMAS STICKERS,3238.49,2461,302,185,1.5417532467532469,1335.0,1082.0,-253.0,1.3159244209670864,20.0,25.0,1.0,0.8126777732629012
21482,MUSHROOM BLUE HOT WATER BOTTLE,2296.76,740,184,104,3.6295135135135137,1693.0,2394.0,701.0,3.10372972972973,6.0,17.700000000000003,1.0,0.8108108108108109
22139,RETROSPOT TEA SET CERAMIC 11 PC,31527.12,6168,1321,652,5.660248868778281,87.0,420.0,333.0,5.1114007782101165,50.0,234.9,22.0,0.8106355382619975
84029E,RED WOOLLY HOTTIE WHITE HEART.,42994.24,10628,1145,500,4.464668959587274,47.0,211.0,164.0,4.045374482499059,86.0,327.7,11.0,0.8091832894241625
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",1814.82,248,119,88,7.833865546218488,1976.0,3426.0,1450.0,7.317822580645161,2.0,13.5,1.0,0.8064516129032258
23534,WALL ART STOP FOR TEA,6036.2,869,219,131,7.867545454545455,777.0,2230.0,1453.0,6.94614499424626,7.0,41.650000000000006,1.0,0.805523590333717
84375,SET OF 20 KIDS COOKIE CUTTERS,15753.18,7576,797,389,2.509092039800995,268.0,331.0,63.0,2.079353220696938,61.0,120.89999999999999,5.0,0.8051742344244984
22405,MONEY BOX POCKET MONEY DESIGN,1963.38,1618,215,171,1.3506849315068494,1888.0,1547.0,-341.0,1.2134610630407912,13.0,16.06,2.0,0.8034610630407911
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2752.2,1868,261,170,1.5256226415094338,1503.0,1374.0,-129.0,1.473340471092077,15.0,21.75,6.0,0.8029978586723768
84356,POMPOM CURTAIN,3771.04,750,133,58,6.5449624060150375,1181.0,2375.0,1194.0,5.028053333333333,6.0,41.7,2.0,0.8
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,2182.19,750,148,93,3.1227814569536427,1757.0,2375.0,618.0,2.9095866666666668,6.0,17.700000000000003,2.0,0.8
84378,SET OF 3 HEART COOKIE CUTTERS,15388.44,11637,1248,601,1.5957911392405062,277.0,187.0,-90.0,1.3223717452951793,93.0,116.06,9.0,0.7991750451147204
21692,SILVER LATTICE VANILLA CANDLE POT,1906.62,502,111,81,4.022333333333333,1921.0,2762.0,841.0,3.79804780876494,4.0,15.0,1.0,0.796812749003984
21051,RIBBONS PURSE,1486.16,754,127,79,2.1744615384615384,2197.0,2366.0,169.0,1.9710344827586208,6.0,12.6,1.0,0.7957559681697612
23299,FOOD COVER WITH BEADS SET 2,3761.63,1009,145,109,4.374758620689655,1184.0,2066.0,882.0,3.7280773042616455,8.0,30.0,2.0,0.7928642220019821
21445,12 PINK ROSE PEG PLACE SETTINGS,1887.23,1519,146,88,1.5165068493150684,1938.0,1615.0,-323.0,1.2424160631994734,12.0,15.0,2.0,0.7899934167215273
23177,TREASURE ISLAND BOOK BOX,5521.29,2532,267,174,2.702074074074074,844.0,1056.0,212.0,2.1806042654028435,20.0,45.0,5.0,0.7898894154818324
84839,SWEETHEART KEY CABINET,8747.05,1523,393,219,7.216472081218274,547.0,1609.0,1062.0,5.7433026920551535,12.0,78.6,10.0,0.7879185817465528
22556,PLASTERS IN TIN CIRCUS PARADE,22334.079999999998,13585,1196,591,1.7749835526315791,171.0,148.0,-23.0,1.6440250276039747,107.0,176.54999999999998,19.0,0.7876334192123666
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3785.06,254,69,43,17.16623188405797,1179.0,3399.0,2220.0,14.901811023622047,2.0,31.9,2.0,0.7874015748031495
21983,PACK OF 12 BLUE PAISLEY TISSUES,1875.0199999999998,6118,325,208,0.4161162079510703,1949.0,435.0,-1514.0,0.3064759725400457,48.0,13.919999999999998,2.0,0.7845701209545604
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2220.94,1020,142,84,2.437448275862069,1737.0,2050.0,313.0,2.1773921568627452,8.0,16.8,1.0,0.7843137254901961
85199L,LARGE HANGING IVORY & RED WOOD BIRD,2285.02,3455,272,136,0.836,1702.0,803.0,-899.0,0.6613661360347323,27.0,17.55,4.0,0.7814761215629523
21973,SET OF 36 MUSHROOM PAPER DOILIES,2420.0299999999997,1670,210,117,1.7956190476190474,1643.0,1505.0,-138.0,1.4491197604790418,13.0,18.849999999999998,2.0,0.7784431137724551
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1976.31,1543,200,92,1.6291499999999999,1881.0,1596.0,-285.0,1.2808230719377836,12.0,15.0,1.0,0.7777057679844459
23309,SET OF 60 I LOVE LONDON CAKE CASES,4495.849999999999,8275,407,178,0.7424170616113744,1026.0,298.0,-728.0,0.5433051359516615,64.0,35.2,4.0,0.7734138972809668
21592,RETRO SPOT CIGAR BOX MATCHES,3652.0,3104,190,157,1.2430729166666665,1216.0,882.0,-334.0,1.1765463917525774,24.0,30.0,1.0,0.7731958762886598
22528,GARDENERS KNEELING PAD,7623.41,5824,554,284,1.4907692307692308,619.0,456.0,-163.0,1.3089646291208792,45.0,56.25,5.0,0.7726648351648352
22475,SKULL DESIGN TV DINNER TRAY,3856.8,777,258,115,5.9575478927203065,1155.0,2345.0,1190.0,4.963706563706564,6.0,29.700000000000003,1.0,0.7722007722007722
20766,GARDEN PATH SKETCHBOOK,1548.47,518,155,100,3.951910828025478,2157.0,2736.0,579.0,2.989324324324324,4.0,15.0,1.0,0.7722007722007722
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,4074.67,6221,725,256,0.8488524590163935,1109.0,416.0,-693.0,0.6549863366018325,48.0,46.72,3.0,0.7715801318116058
84988,SET OF 72 PINK HEART PAPER DOILIES,12913.24,8305,1019,379,2.097966764418377,356.0,296.0,-60.0,1.5548753762793497,64.0,91.27,3.0,0.7706201083684527
22599,CHRISTMAS MUSICAL ZINC STAR,1976.8799999999999,3119,189,114,0.7351832460732983,1880.0,878.0,-1002.0,0.6338185315806348,24.0,20.4,1.0,0.7694773966014749
22525,CHILDRENS GARDEN GLOVES PINK,2748.79,1950,330,189,1.643534743202417,1507.0,1338.0,-169.0,1.4096358974358973,15.0,18.75,3.0,0.7692307692307693
85099F,JUMBO BAG STRAWBERRY,67985.77,36863,1833,549,2.2905882352941176,14.0,20.0,6.0,1.8442820714537613,283.0,512.24,26.0,0.7677074573420503
22605,WOODEN CROQUET GARDEN SET,23426.82,1828,643,377,14.743509316770187,163.0,1404.0,1241.0,12.81554704595186,14.0,170.29999999999998,13.0,0.7658643326039387
21891,TRADITIONAL WOODEN SKIPPING ROPE,15547.75,12147,838,483,1.5312412993039444,273.0,175.0,-98.0,1.279966246809912,93.0,118.07,13.0,0.7656211410224747
48111,DOOR MAT 3 SMILEY CATS,10532.27,1830,285,125,7.744666666666666,451.0,1403.0,952.0,5.755338797814208,14.0,86.5,2.0,0.7650273224043715
22331,WOODLAND PARTY BAG + STICKER SET,6011.57,3661,438,225,1.9726923076923075,783.0,758.0,-25.0,1.6420568150778474,28.0,46.199999999999996,7.0,0.7648183556405354
22383,LUNCH BAG SUKI DESIGN,42592.72,24649,2364,657,2.0805162364696086,51.0,53.0,2.0,1.7279694916629478,188.0,285.8,32.0,0.7627084263053268
22045,SPACEBOY GIFT WRAP,5656.14,13767,446,279,0.41883408071748873,826.0,142.0,-684.0,0.4108476792329484,105.0,44.1,5.0,0.7626933972543039
22304,COFFEE MUG BLUE PAISLEY DESIGN,4689.56,2380,167,98,2.8558682634730537,988.0,1121.0,133.0,1.970403361344538,18.0,44.55,5.0,0.7563025210084033
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2601.15,1719,275,159,1.8156989247311828,1571.0,1470.0,-101.0,1.513176265270506,13.0,18.849999999999998,3.0,0.7562536358347877
21067,VINTAGE RED TEATIME MUG,3830.67,4763,266,130,1.505805243445693,1166.0,581.0,-585.0,0.8042557211841277,36.0,39.760000000000005,5.0,0.7558261599832038
85041,SET/4 PINK ORCHID CANDLES IN BOWL,2489.87,1853,92,64,1.7864210526315787,1617.0,1384.0,-233.0,1.3436967080410145,14.0,23.099999999999998,3.0,0.7555315704263357
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",12764.91,2384,498,174,7.369304174950297,361.0,1115.0,754.0,5.3544085570469795,18.0,87.7,12.0,0.7550335570469799
21590,KINGS CHOICE CIGAR BOX MATCHES,4141.28,3448,286,203,1.246135593220339,1098.0,805.0,-293.0,1.2010672853828306,26.0,32.5,2.0,0.7540603248259861
84997A,CHILDRENS CUTLERY POLKADOT GREEN,6864.42,1728,186,114,4.607849462365592,682.0,1463.0,781.0,3.972465277777778,13.0,49.95,3.0,0.7523148148148148
84880,WHITE WIRE EGG HOLDER,9894.99,1729,375,185,6.7271618037135275,488.0,1461.0,973.0,5.722955465587044,13.0,78.9,5.0,0.7518796992481203
22302,COFFEE MUG PEARS DESIGN,10492.45,4926,396,212,2.723233082706767,454.0,558.0,104.0,2.130014210312627,37.0,94.35,10.0,0.7511165245635404
22476,EMPIRE UNION JACK TV DINNER TRAY,5218.61,1333,270,145,6.568523985239852,893.0,1754.0,861.0,3.9149362340585143,10.0,49.5,2.0,0.7501875468867216
22608,PENS ASSORTED FUNKY JEWELED,1573.81,5735,170,75,0.462235294117647,2137.0,467.0,-1670.0,0.2744219703574542,43.0,31.93,2.0,0.7497820401046207
23445,ICE CREAM BUBBLES,2161.24,2668,101,81,0.8659803921568627,1765.0,1010.0,-755.0,0.8100599700149924,20.0,16.599999999999998,1.0,0.7496251874062968
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2289.73,5077,613,227,0.533872,1697.0,540.0,-1157.0,0.4510005909001379,38.0,15.959999999999999,2.0,0.7484735079771518
23012,GLASS APOTHECARY BOTTLE PERFUME,4197.110000000001,1071,246,151,4.62991935483871,1083.0,2003.0,920.0,3.9188702147525682,8.0,31.6,5.0,0.7469654528478058
22197,SMALL POPCORN HOLDER,42699.89,48597,1412,426,1.0360921144452198,48.0,10.0,-38.0,0.8786527974977879,363.0,276.18,49.0,0.7469596888696833
21790,VINTAGE SNAP CARDS,23506.17,27244,1888,793,1.008572922111866,161.0,41.0,-120.0,0.8628017178094258,203.0,162.67,12.0,0.7451181911613566
23349,ROLL WRAP VINTAGE CHRISTMAS,4342.6,3221,337,214,1.5426530612244898,1057.0,854.0,-203.0,1.3482148401117666,24.0,30.0,2.0,0.7451102142191867
23289,DOLLY GIRL CHILDRENS BOWL,2013.7,1622,191,111,1.5367708333333334,1854.0,1541.0,-313.0,1.2414919852034525,12.0,15.0,4.0,0.7398273736128237
22758,LARGE PURPLE BABUSHKA NOTEBOOK,2618.35,2437,314,151,1.5309119496855346,1561.0,1095.0,-466.0,1.0744152646696759,18.0,22.5,3.0,0.7386130488305294
21437,24 HANGING EASTER EGGS FLORAL TUB,2350.92,677,109,88,3.9735964912280703,1675.0,2495.0,820.0,3.472555391432792,5.0,18.75,2.0,0.7385524372230428
84509B,SET OF 4 FAIRY CAKE PLACEMATS,2042.73,542,168,87,4.211705882352941,1840.0,2703.0,863.0,3.7688745387453877,4.0,15.0,1.0,0.7380073800738007
23103,JINGLE BELL HEART DECORATION,6459.159999999999,3820,356,223,1.8494550408719346,729.0,721.0,-8.0,1.6908795811518322,28.0,46.199999999999996,3.0,0.7329842931937173
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2018.1399999999999,1639,90,68,1.6722222222222223,1851.0,1529.0,-322.0,1.2313239780353873,12.0,17.4,1.0,0.7321537522879805
22443,GROW YOUR OWN HERBS SET OF 3,5393.43,683,264,193,8.465509433962264,875.0,2483.0,1608.0,7.896676427525622,5.0,39.75,4.0,0.7320644216691069
23307,SET OF 60 PANTRY DESIGN CAKE CASES,6371.889999999999,12049,629,366,0.6839469578783152,741.0,178.0,-563.0,0.5288314382936343,88.0,48.4,5.0,0.730351066478546
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,6951.45,4526,213,111,1.8835779816513762,668.0,614.0,-54.0,1.5358926204153778,33.0,54.449999999999996,8.0,0.7291206363234645
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,2178.52,1653,266,84,1.6629477611940298,1759.0,1521.0,-238.0,1.3179189352692076,12.0,19.799999999999997,1.0,0.7259528130671506
22340,NOEL GARLAND PAINTED ZINC,1511.05,1799,184,81,1.242391304347826,2182.0,1423.0,-759.0,0.8399388549193997,13.0,19.049999999999997,2.0,0.7226236798221234
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,7123.929999999999,13987,831,516,0.650046565774156,653.0,139.0,-514.0,0.5093250875813254,101.0,83.05,2.0,0.722099092014013
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,17746.71,21605,653,344,1.077181818181818,230.0,63.0,-167.0,0.821416801666281,156.0,141.73,32.0,0.7220550798426291
21895,POTTING SHED SOW 'N' GROW SET,1718.63,555,85,61,4.853139534883721,2035.0,2677.0,642.0,3.096630630630631,4.0,17.0,1.0,0.7207207207207207
20716,PARTY FOOD SHOPPER BAG,1925.04,1533,246,121,1.4443373493975904,1908.0,1605.0,-303.0,1.2557338551859099,11.0,13.75,2.0,0.7175472928897586
22524,CHILDRENS GARDEN GLOVES BLUE,2713.23,1952,299,188,1.5469435215946843,1526.0,1335.0,-191.0,1.3899743852459017,14.0,17.5,2.0,0.7172131147540983
22327,ROUND SNACK BOXES SET OF 4 SKULLS,9943.550000000001,3074,651,256,3.7727218045112783,485.0,889.0,404.0,3.2347267404033837,22.0,64.5,10.0,0.715679895901106
21682,LARGE MEDINA STAMPED METAL BOWL,2767.59,559,152,116,5.280526315789474,1491.0,2668.0,1177.0,4.9509660107334525,4.0,19.8,2.0,0.7155635062611807
23396,LE JARDIN BOTANIQUE CUSHION COVER,2345.0,559,166,114,4.7814035087719295,1678.0,2668.0,990.0,4.194991055456172,4.0,15.0,1.0,0.7155635062611807
20718,RED RETROSPOT SHOPPER BAG,8694.26,6295,696,280,1.7553934191702432,548.0,408.0,-140.0,1.3811374106433678,45.0,55.49,6.0,0.7148530579825259
85164B,BLACK BAROQUE CUCKOO CLOCK,1825.1799999999998,140,65,27,16.834,1971.0,3854.0,1883.0,13.036999999999999,1.0,12.75,1.0,0.7142857142857143
84843,WHITE SOAP RACK WITH 2 BOTTLES,1731.06,280,110,66,7.07972972972973,2026.0,3313.0,1287.0,6.182357142857143,2.0,11.9,2.0,0.7142857142857143
23213,STAR WREATH DECORATION WITH BELL,2138.42,1682,152,95,1.4865806451612902,1781.0,1498.0,-283.0,1.2713555291319858,12.0,15.0,1.0,0.713436385255648
22182,CAKE STAND VICTORIAN FILIGREE SMALL,2156.45,561,172,58,4.562325581395349,1768.0,2662.0,894.0,3.8439393939393938,4.0,19.8,3.0,0.7130124777183601
21408,SPOTTY PINK DUCK DOORSTOP,3045.31,703,240,114,5.908458333333333,1404.0,2446.0,1042.0,4.331877667140825,5.0,21.25,3.0,0.7112375533428165
22488,NATURAL SLATE RECTANGLE CHALKBOARD,11788.06,6905,808,426,1.9600369913686806,390.0,362.0,-28.0,1.7071774076755972,49.0,80.85,17.0,0.7096307023895728
22457,NATURAL SLATE HEART CHALKBOARD,47288.23,15373,2046,874,3.5118406993686255,37.0,121.0,84.0,3.0760573733168544,109.0,315.95000000000005,31.0,0.7090353216678592
84937,KASHMIR FOLKART TUMBLERS,5394.54,2542,124,50,4.990161290322581,873.0,1048.0,175.0,2.1221636506687647,18.0,37.800000000000004,2.0,0.7081038552321007
15060B,FAIRY CAKE DESIGN UMBRELLA,6444.9800000000005,1414,449,174,5.541804008908686,733.0,1695.0,962.0,4.557977369165489,10.0,42.22,7.0,0.7072135785007072
22434,BALLOON PUMP WITH 10 BALLOONS,4733.49,2547,281,203,2.0394076655052262,976.0,1045.0,69.0,1.858457008244994,18.0,35.1,2.0,0.7067137809187279
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2211.38,2123,246,162,1.3050592885375494,1744.0,1244.0,-500.0,1.041629769194536,15.0,18.75,4.0,0.7065473386716911
23188,VINTAGE 2 METER FOLDING RULER,3073.72,1844,181,131,1.8808196721311474,1393.0,1392.0,-1.0,1.666876355748373,13.0,21.449999999999996,2.0,0.7049891540130151
21745,GAOLERS KEYS DECORATIVE GARDEN,9201.49,2699,486,236,3.953394308943089,526.0,1003.0,477.0,3.409221934049648,19.0,71.25,3.0,0.7039644312708411
23078,ICE CREAM PEN LIP GLOSS,8553.34,6831,257,159,1.4267315175097277,557.0,368.0,-189.0,1.2521358512662861,48.0,60.0,2.0,0.7026789635485288
22816,CARD MOTORBIKE SANTA,2950.93,6856,436,258,0.4823006833712984,1435.0,365.0,-1070.0,0.43041569428238036,48.0,20.16,2.0,0.7001166861143524
23161,REGENCY CAKE FORK,2145.3,1715,98,58,1.593061224489796,1775.0,1473.0,-302.0,1.2509037900874638,12.0,15.0,1.0,0.6997084548104956
21034,REX CASH+CARRY JUMBO SHOPPER,3801.8999999999996,4004,1903,800,0.9495242864296444,1172.0,685.0,-487.0,0.9495254745254744,28.0,26.599999999999998,9.0,0.6993006993006993
23073,GEORGIAN TRINKET BOX,1706.5,143,61,49,12.411475409836067,2042.0,3830.0,1788.0,11.933566433566433,1.0,12.5,1.0,0.6993006993006993
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6356.06,2303,356,142,3.645095890410959,745.0,1163.0,418.0,2.759904472427269,16.0,46.8,10.0,0.6947459834997829
85131A,BEADED PEARL HEART WHITE ON STICK,1619.23,2025,199,64,0.97595,2107.0,1300.0,-807.0,0.7996197530864197,14.0,12.52,4.0,0.6913580246913581
22867,HAND WARMER BIRD DESIGN,26117.63,11872,1054,521,2.3753406998158377,129.0,182.0,53.0,2.199935141509434,82.0,172.20000000000002,7.0,0.6907008086253369
21892,TRADITIONAL WOODEN CATCH CUP GAME,10151.28,7826,818,447,1.570631704410012,473.0,319.0,-154.0,1.2971224124712497,54.0,67.5,11.0,0.6900076667518528
22500,SET OF 2 TINS JARDIN DE PROVENCE,2647.31,580,198,155,5.186834170854271,1548.0,2636.0,1088.0,4.564327586206897,4.0,19.8,1.0,0.6896551724137931
21872,GLAMOROUS MUG,5163.8,5092,330,169,1.54105421686747,900.0,538.0,-362.0,1.0141005498821682,35.0,41.47,5.0,0.6873527101335428
82615,PINK MARSHMALLOW SCARF KNITTING KIT,1603.97,582,90,60,3.277444444444445,2114.0,2632.0,518.0,2.755962199312715,4.0,11.0,2.0,0.6872852233676976
22523,CHILDS GARDEN FORK PINK,1882.29,2184,353,248,0.9246239554317549,1944.0,1215.0,-729.0,0.8618543956043956,15.0,12.75,3.0,0.6868131868131868
21841,BABY MOUSE RED GINGHAM DRESS,1857.47,437,132,106,4.4216417910447765,1959.0,2888.0,929.0,4.25050343249428,3.0,12.75,1.0,0.6864988558352403
21390,FILIGRIS HEART WITH BUTTERFLY,13552.97,10937,588,280,1.4604628099173553,333.0,205.0,-128.0,1.2391853341867056,75.0,93.75,4.0,0.6857456340861297
22196,SMALL HEART MEASURING SPOONS,6130.99,6574,980,303,1.1788756218905472,769.0,383.0,-386.0,0.9326118040766657,45.0,36.04,10.0,0.684514755095832
22662,LUNCH BAG DOLLY GIRL DESIGN,16213.61,9951,994,426,1.9189353233830846,254.0,229.0,-25.0,1.6293447894683952,68.0,112.2,10.0,0.6833484071952568
21563,RED HEART SHAPE LOVE BUCKET,6875.71,2786,362,180,3.315123287671233,680.0,964.0,284.0,2.467950466618808,19.0,52.050000000000004,9.0,0.6819813352476669
20685,RED SPOTTY COIR DOORMAT,7563.34,1174,208,132,7.999951923076923,623.0,1889.0,1266.0,6.44236797274276,8.0,54.0,1.0,0.6814310051107325
22660,DOORMAT I LOVE LONDON,5839.41,881,194,96,9.09840206185567,805.0,2217.0,1412.0,6.628161180476731,6.0,47.7,1.0,0.681044267877412
22077,6 RIBBONS RUSTIC CHARM,31513.109999999997,17238,1751,685,2.110567415730337,88.0,96.0,8.0,1.8281186912634875,117.0,193.04999999999998,15.0,0.6787330316742082
20828,GLITTER BUTTERFLY CLIPS,10940.48,4423,607,261,2.935849358974359,434.0,625.0,191.0,2.4735428442233776,30.0,76.5,5.0,0.6782726656115758
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,6948.650000000001,1918,238,154,3.8622500000000004,669.0,1351.0,682.0,3.622862356621481,13.0,48.75,3.0,0.6777893639207508
21675,BUTTERFLIES STICKERS,1576.84,1782,268,124,1.0479553903345724,2136.0,1432.0,-704.0,0.8848709315375981,12.0,10.2,1.0,0.6734006734006733
84849B,FAIRY SOAP SOAP HOLDER,3244.14,1936,293,123,2.0241496598639457,1331.0,1342.0,11.0,1.6756921487603305,13.0,21.970000000000002,2.0,0.6714876033057852
21728,METAL MEDINA LANTERN,2773.11,298,40,33,13.710249999999998,1489.0,3244.0,1755.0,9.305738255033557,2.0,25.5,2.0,0.6711409395973155
84050,PINK HEART SHAPE EGG FRYING PAN,14525.0,9853,715,308,2.1541551246537396,299.0,234.0,-65.0,1.4741703034608749,66.0,107.3,13.0,0.6698467471835989
22705,WRAP GREEN PEARS,1567.86,3733,151,114,0.42,2140.0,738.0,-1402.0,0.42,25.0,10.5,1.0,0.669702652022502
22119,PEACE WOODEN BLOCK LETTERS,5543.87,896,340,244,6.8107204610951015,836.0,2200.0,1364.0,6.187354910714285,6.0,41.7,4.0,0.6696428571428571
21865,PINK UNION JACK PASSPORT COVER,2085.64,896,297,129,2.605766666666667,1811.0,2200.0,389.0,2.3277232142857143,6.0,12.6,1.0,0.6696428571428571
22522,CHILDS GARDEN FORK BLUE,1905.81,2240,335,249,0.9053823529411764,1923.0,1192.0,-731.0,0.8508080357142856,15.0,12.75,2.0,0.6696428571428571
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",3988.85,4633,413,166,1.1102870813397128,1127.0,599.0,-528.0,0.8609648176127779,31.0,26.35,7.0,0.6691128858191236
21744,SNOWFLAKE PORTABLE TABLE LIGHT,2697.1600000000003,898,217,131,3.179144144144144,1530.0,2199.0,669.0,3.003518930957684,6.0,17.700000000000003,1.0,0.6681514476614699
22024,RAINY LADIES BIRTHDAY CARD,2257.0,5391,439,170,0.5579271070615034,1715.0,499.0,-1216.0,0.41866073084770916,36.0,15.120000000000001,3.0,0.667779632721202
20675,BLUE SPOTTY BOWL,3455.94,2849,308,157,1.4349838187702264,1266.0,940.0,-326.0,1.213036153036153,19.0,23.75,5.0,0.666900666900667
23352,ROLL WRAP 50'S RED CHRISTMAS,2459.2,1800,212,151,1.511643192488263,1627.0,1421.0,-206.0,1.3662222222222222,12.0,15.0,1.0,0.6666666666666667
21746,SMALL RED RETROSPOT WINDMILL,6351.9,5113,412,203,1.4903349282296652,746.0,533.0,-213.0,1.242303931155877,34.0,42.5,8.0,0.6649716409153139
22492,MINI PAINT SET VINTAGE,27056.19,42286,714,356,0.7730812324929972,123.0,14.0,-109.0,0.6398380078512983,281.0,182.64999999999998,14.0,0.6645225370098851
21540,DAIRY MAID BUTTER DISH,1885.33,1209,39,31,4.472051282051282,1941.0,1859.0,-82.0,1.5594127377998346,8.0,30.5,2.0,0.6617038875103392
22558,CLOTHES PEGS RETROSPOT PACK 24,19513.17,13809,1202,541,1.6692161716171616,210.0,141.0,-69.0,1.4130762546165543,91.0,130.70999999999998,15.0,0.6589905134332681
22971,QUEENS GUARD COFFEE MUG,5849.29,2431,272,164,2.7821167883211677,801.0,1096.0,295.0,2.406125051419169,16.0,37.65,5.0,0.658165364047717
23049,RECYCLED ACAPULCO MAT RED,3896.84,456,186,103,8.921505376344086,1148.0,2855.0,1707.0,8.545701754385965,3.0,24.75,2.0,0.6578947368421052
21688,SILVER PLATE CANDLE BOWL SMALL,2845.6500000000005,912,142,97,3.6079577464788737,1467.0,2183.0,716.0,3.1202302631578953,6.0,17.700000000000003,1.0,0.6578947368421052
23406,HOME SWEET HOME KEY HOLDER,2422.6600000000003,456,111,65,7.10990990990991,1641.0,2855.0,1214.0,5.312850877192983,3.0,18.75,2.0,0.6578947368421052
37370,RETRO COFFEE MUGS ASSORTED,10821.29,7145,492,184,5.550721442885772,439.0,346.0,-93.0,1.514526242127362,47.0,57.42,16.0,0.6578026592022393
79164,BLACK WINE GLASS,3196.0099999999998,3653,91,43,6.560434782608695,1347.0,760.0,-587.0,0.8749000821242814,24.0,36.599999999999994,6.0,0.6569942513003011
22557,PLASTERS IN TIN VINTAGE PAISLEY,17401.3,10369,1126,580,1.8292387543252595,237.0,220.0,-17.0,1.6782042627061433,68.0,112.19999999999999,9.0,0.6558009451248915
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,1531.4,3819,215,134,0.441,2169.0,722.0,-1447.0,0.40099502487562194,25.0,10.5,2.0,0.6546216286986122
23401,RUSTIC MIRROR WITH LACE HEART,2354.87,459,83,59,7.090361445783133,1671.0,2846.0,1175.0,5.130435729847495,3.0,18.75,3.0,0.6535947712418301
21292,SMALL STRIPES CHOCOLATE GIFT BAG,1427.11,2449,91,69,0.8146153846153845,2254.0,1089.0,-1165.0,0.5827317272356063,16.0,13.6,1.0,0.6533278889342589
23374,RED SPOT PAPER GIFT BAG,1962.83,2456,131,108,0.867175572519084,1890.0,1083.0,-807.0,0.7991978827361563,16.0,13.12,3.0,0.6514657980456027
21041,RED RETROSPOT OVEN GLOVE DOUBLE,5334.06,1382,352,141,4.283785310734463,883.0,1723.0,840.0,3.8596671490593346,9.0,26.550000000000004,4.0,0.6512301013024602
